customer_id,age,gender,subscription_type,monthly_watch_hours,favorite_genre,devices_used,avg_session_time,monthly_subscription_cost,payment_method,support_tickets,ads_tolerance,days_since_last_login,number_of_profiles,binge_watch_frequency,content_rating_given,account_age_months,auto_renew_enabled,churn
OTT-01270,49,Female,Standard,98.7,Thriller,2,,254.86,UPI,3.0,Medium,8,1,Always,1.5,19,0,0
OTT-01271,48,Male,Standard,23.7,Comedy,2,1.04,206.71,Credit Card,1.0,Low,0,2,Sometimes,3.9,32,1,0
OTT-01272,42,Female,Premium,35.2,Documentary,2,3.37,379.92,UPI,2.0,Medium,8,1,Sometimes,1.5,37,1,0
OTT-01273,21,Male,Premium,34.0,Thriller,5,2.67,483.0,UPI,0.0,High,26,3,Often,2.4,49,1,1
OTT-01274,31,Male,Premium,48.6,Sci-Fi,3,4.83,459.33,UPI,0.0,Medium,2,4,Always,4.3,59,1,0
OTT-01275,49,Male,Basic,20.4,Drama,1,2.34,105.29,Credit Card,0.0,High,3,4,Often,2.3,51,1,0
OTT-01276,36,Male,Basic,23.6,Romance,4,1.28,116.91,UPI,3.0,High,10,1,Always,,28,1,0
OTT-01277,62,Female,Basic,70.5,Action,2,3.02,123.07,Net Banking,1.0,Medium,17,2,Often,2.6,56,1,0
OTT-01278,39,Male,Basic,32.8,Drama,5,3.22,129.02,UPI,0.0,Low,10,5,Often,2.2,35,1,0
OTT-01279,37,Male,Premium,21.4,Thriller,2,0.99,394.03,Net Banking,0.0,Low,11,1,Sometimes,5.0,8,1,0
OTT-01280,31,Male,Standard,25.8,Sci-Fi,4,1.79,276.26,UPI,2.0,Medium,3,1,Sometimes,2.8,41,1,0
OTT-01281,36,Male,Basic,36.0,Action,1,1.95,125.05,UPI,3.0,High,0,5,Often,4.0,54,1,1
OTT-01282,33,Female,Basic,21.1,Romance,2,1.01,130.9,UPI,1.0,Medium,18,4,Sometimes,3.4,23,1,0
OTT-01283,43,Other,Basic,59.8,Romance,5,2.98,112.91,Wallet,0.0,Low,53,4,Often,1.8,54,1,0
OTT-01284,46,Male,Standard,21.7,Sci-Fi,5,2.1,297.88,Credit Card,0.0,High,20,5,Always,3.0,40,1,0
OTT-01285,25,Female,Standard,28.5,Sci-Fi,3,2.86,243.4,Credit Card,2.0,Low,5,2,Sometimes,1.3,46,1,0
OTT-01286,19,Female,Premium,25.7,Thriller,5,1.08,470.72,UPI,0.0,Medium,4,1,Sometimes,3.8,23,1,0
OTT-01287,18,Male,Premium,26.8,Action,3,2.87,360.59,Wallet,1.0,Medium,32,3,Never,3.1,32,1,1
OTT-01288,41,Female,Basic,19.4,Documentary,1,1.66,118.03,Wallet,1.0,High,44,4,Sometimes,1.5,10,1,0
OTT-01289,21,Female,Standard,36.8,Documentary,4,2.38,202.98,UPI,3.0,High,9,4,Rarely,4.1,17,0,0
OTT-01290,18,Female,Basic,29.6,Thriller,3,1.35,109.78,UPI,0.0,High,7,4,Often,4.2,35,1,1
OTT-01291,39,Female,Standard,33.1,Romance,2,1.81,271.95,UPI,0.0,Medium,7,2,Often,3.9,35,1,0
OTT-01292,64,Male,Premium,64.6,Drama,2,3.65,389.43,UPI,0.0,Medium,2,5,Often,2.3,3,1,0
OTT-01293,34,Female,Standard,12.3,Drama,4,0.62,262.55,UPI,2.0,Medium,13,2,Sometimes,3.9,36,1,1
OTT-01294,45,Female,Standard,20.9,Comedy,5,0.97,225.95,Wallet,0.0,High,1,4,Sometimes,3.3,29,1,0
OTT-01295,35,Female,Standard,46.4,Romance,2,3.88,264.17,Net Banking,2.0,Low,2,1,Often,3.2,49,1,0
OTT-01296,33,Female,Basic,27.5,Documentary,3,3.3,99.98,UPI,0.0,Low,11,4,Sometimes,3.6,46,1,0
OTT-01297,46,Male,Basic,31.9,Documentary,4,3.14,117.5,UPI,3.0,Low,20,1,Often,3.5,27,1,0
OTT-01298,31,Other,Standard,22.7,Romance,2,2.1,223.73,UPI,4.0,Medium,10,1,Always,4.2,31,0,0
OTT-01299,38,Female,Standard,20.3,Thriller,5,2.34,220.97,UPI,0.0,Low,6,4,Sometimes,4.9,34,0,1
OTT-01300,38,Male,Basic,20.0,Comedy,5,0.97,129.38,UPI,0.0,Medium,11,4,Rarely,3.9,12,1,0
OTT-01301,26,Male,Standard,34.9,Sci-Fi,2,1.51,245.83,Credit Card,1.0,Low,6,1,Rarely,2.8,37,1,0
OTT-01302,46,Female,Premium,86.4,Comedy,4,,436.54,Credit Card,4.0,Low,10,2,Sometimes,2.8,59,1,0
OTT-01303,32,Male,Standard,56.2,Action,1,5.01,264.81,UPI,1.0,Low,15,2,Sometimes,1.1,54,1,0
OTT-01304,25,Male,Standard,26.2,Thriller,2,1.43,282.6,Net Banking,0.0,Medium,0,2,Rarely,1.6,25,1,1
OTT-01305,41,Male,Standard,8.8,Sci-Fi,5,0.52,297.11,Credit Card,1.0,Low,2,3,Sometimes,1.9,2,0,0
OTT-01306,24,Male,Standard,52.0,Sci-Fi,1,2.37,253.06,UPI,0.0,Low,12,1,Rarely,5.0,30,1,0
OTT-01307,35,Male,Premium,33.4,Documentary,4,1.39,461.08,Credit Card,2.0,High,5,3,Rarely,4.1,44,1,0
OTT-01308,34,Male,Premium,81.1,Drama,5,3.93,481.69,Credit Card,0.0,High,7,3,Often,1.6,9,1,1
OTT-01309,48,Male,Standard,38.3,Action,4,2.29,268.9,Wallet,3.0,High,11,1,Always,3.0,23,1,0
OTT-01310,40,Female,Standard,27.3,Comedy,2,1.64,294.89,Wallet,2.0,Medium,7,3,Rarely,1.9,9,0,0
OTT-01311,34,Female,Basic,24.4,Drama,4,1.12,141.48,Credit Card,0.0,High,18,1,Sometimes,2.2,20,0,0
OTT-01312,44,Male,Basic,14.5,Romance,5,1.44,130.44,Net Banking,0.0,Medium,4,5,Sometimes,3.4,55,1,0
OTT-01313,51,Male,Standard,28.7,Thriller,2,2.71,288.06,Credit Card,1.0,High,11,5,Rarely,3.4,1,1,1
OTT-01314,41,Female,Premium,47.4,Comedy,5,3.42,421.54,Wallet,0.0,Low,5,1,Rarely,4.5,56,1,0
OTT-01315,35,Male,Standard,10.0,Romance,5,0.5,255.26,Credit Card,1.0,Low,7,1,Rarely,1.7,39,0,0
OTT-01316,19,Male,Basic,68.7,Sci-Fi,1,7.53,147.89,Credit Card,1.0,Low,1,1,Always,3.0,23,0,1
OTT-01317,22,Male,Basic,12.9,Documentary,3,0.93,122.65,UPI,0.0,High,17,2,Often,3.4,18,1,0
OTT-01318,31,Female,Standard,20.5,Comedy,4,1.53,276.2,Net Banking,1.0,Medium,3,1,Rarely,4.7,42,1,0
OTT-01319,27,Female,Basic,36.3,Drama,4,2.23,147.85,Credit Card,0.0,Medium,3,4,Rarely,3.1,32,1,1
OTT-01320,32,Female,Basic,12.5,Action,1,0.79,113.51,Net Banking,4.0,Medium,0,5,Sometimes,2.4,47,0,0
OTT-01321,35,Female,Standard,27.2,Drama,4,1.35,262.5,Credit Card,0.0,High,7,5,Often,2.2,9,1,0
OTT-01322,41,Female,Basic,32.5,Thriller,1,1.74,102.87,Wallet,0.0,High,5,1,Rarely,1.9,11,1,0
OTT-01323,34,Male,Standard,35.6,Documentary,4,1.52,223.76,Credit Card,4.0,Medium,1,5,Sometimes,4.8,56,0,1
OTT-01324,40,Female,Premium,23.8,Thriller,4,2.15,399.35,Wallet,0.0,Medium,13,1,Rarely,3.4,1,1,0
OTT-01325,35,Male,Basic,15.1,Comedy,5,0.98,126.42,UPI,3.0,Low,0,1,Never,2.2,11,0,0
OTT-01326,18,Female,Standard,59.5,Drama,1,4.02,232.15,UPI,0.0,Medium,1,5,Sometimes,4.0,33,0,0
OTT-01327,23,Female,Standard,38.5,Action,4,3.88,253.51,Wallet,0.0,High,6,5,Sometimes,2.2,30,1,0
OTT-01328,33,Female,Standard,35.6,Sci-Fi,3,3.3,282.16,Wallet,0.0,Medium,4,4,Often,3.0,5,1,1
OTT-01329,20,Male,Standard,22.9,Thriller,1,1.67,224.97,Net Banking,4.0,Medium,3,3,Sometimes,1.1,50,1,0
OTT-01330,42,Male,Standard,42.8,Action,1,2.09,211.38,Credit Card,0.0,Low,8,4,Always,4.4,1,1,0
OTT-01331,53,Female,Premium,13.8,Romance,1,1.31,437.56,UPI,1.0,Low,7,4,Often,4.8,10,1,0
OTT-01332,49,Female,Premium,68.8,Comedy,5,5.5,491.5,UPI,0.0,Low,5,5,Always,4.5,13,0,0
OTT-01333,32,Female,Standard,22.1,Action,1,1.13,216.71,UPI,3.0,Medium,14,4,Always,1.7,27,0,1
OTT-01334,52,Male,Basic,45.4,Comedy,5,2.5,120.25,UPI,0.0,Medium,6,5,Often,4.3,8,1,0
OTT-01335,36,Female,Basic,53.0,Romance,3,5.42,100.32,Credit Card,0.0,High,38,2,Rarely,2.4,28,0,1
OTT-01336,30,Female,Basic,,Action,2,1.37,143.17,Net Banking,2.0,Medium,16,1,Sometimes,4.7,45,1,0
OTT-01337,27,Female,Standard,34.6,Documentary,5,3.29,226.62,Net Banking,1.0,Low,1,3,Never,2.2,52,1,0
OTT-01338,31,Female,Basic,29.7,Action,4,3.28,126.46,Credit Card,0.0,Low,3,2,Sometimes,1.4,2,0,0
OTT-01339,30,Female,Standard,50.8,Sci-Fi,1,3.86,268.37,UPI,0.0,High,7,1,Rarely,4.4,53,1,0
OTT-01340,37,Female,Premium,22.0,Romance,2,,359.14,UPI,3.0,Medium,6,1,Rarely,1.5,12,0,0
OTT-01341,36,Female,Basic,41.7,Documentary,5,4.89,100.95,Net Banking,0.0,Medium,0,3,Often,3.2,27,0,1
OTT-01342,35,Other,Premium,31.4,Documentary,4,1.76,379.46,Credit Card,0.0,Medium,7,4,Often,2.5,13,0,0
OTT-01343,40,Male,Standard,60.4,Drama,2,2.61,258.71,UPI,0.0,Low,9,1,Always,4.0,22,1,0
OTT-01344,49,Male,Basic,57.9,Action,3,3.9,114.35,Credit Card,,Low,6,3,Sometimes,4.0,40,1,0
OTT-01345,46,Female,Standard,22.7,Sci-Fi,5,1.73,199.54,UPI,3.0,Low,20,5,Sometimes,4.1,15,1,0
OTT-01346,18,Female,Standard,50.4,Action,5,2.14,275.69,Net Banking,2.0,Low,8,1,Rarely,1.3,31,1,0
OTT-01347,18,Female,Standard,38.1,Sci-Fi,3,4.21,240.67,Net Banking,0.0,Medium,15,1,Sometimes,4.4,7,0,0
OTT-01348,46,Female,Basic,30.4,Documentary,5,1.89,108.45,Credit Card,2.0,Medium,8,4,Sometimes,2.9,39,1,0
OTT-01349,18,Male,Standard,48.8,Thriller,1,3.97,270.35,UPI,,High,24,4,Always,,49,1,0
OTT-01350,32,Female,Premium,44.1,Documentary,5,3.04,484.66,Wallet,0.0,High,2,5,Rarely,2.2,51,0,0
OTT-01351,20,Female,Standard,23.9,Drama,1,1.6,268.48,Credit Card,0.0,Medium,17,1,Never,4.6,35,0,0
OTT-01352,18,Male,Basic,16.0,Action,5,0.93,125.21,Wallet,1.0,Medium,5,4,Rarely,1.0,7,1,0
OTT-01353,41,Male,Standard,18.0,Romance,4,1.15,199.94,Net Banking,2.0,Medium,11,3,Always,4.2,12,1,0
OTT-01354,44,Female,Standard,20.8,Comedy,4,0.84,254.99,Net Banking,0.0,Low,8,1,Often,4.7,14,1,0
OTT-01355,28,Male,Standard,27.0,Romance,2,3.2,297.22,Credit Card,0.0,High,1,3,Often,2.0,34,0,0
OTT-01356,18,Female,Standard,35.9,Drama,4,1.72,226.24,Credit Card,2.0,Medium,5,2,Sometimes,4.3,58,1,0
OTT-01357,28,Male,Standard,,Thriller,3,3.55,267.29,Wallet,0.0,High,11,5,Often,,39,1,0
OTT-01358,39,Female,Premium,13.0,Thriller,2,0.85,420.85,UPI,0.0,High,22,4,Often,1.1,48,1,0
OTT-01359,18,Female,Standard,,Thriller,4,2.18,230.15,Credit Card,1.0,Medium,2,2,Sometimes,3.4,9,0,1
OTT-01360,37,Female,Standard,70.8,Sci-Fi,1,2.94,206.81,UPI,1.0,Low,4,4,Often,3.6,33,1,0
OTT-01361,34,Male,Basic,23.9,Romance,5,1.18,130.56,Credit Card,3.0,Medium,4,2,Often,1.6,12,1,0
OTT-01362,41,Female,Premium,12.2,Comedy,4,0.77,492.49,Net Banking,0.0,Medium,7,4,Rarely,3.0,34,1,0
OTT-01363,36,Male,Premium,43.8,Documentary,1,1.81,415.76,UPI,0.0,Medium,19,5,Never,2.5,27,1,0
OTT-01364,23,Male,Basic,7.3,Documentary,2,0.5,122.97,Wallet,0.0,Low,5,1,Rarely,1.3,22,1,0
OTT-01365,49,Other,Standard,39.2,Comedy,5,1.62,218.94,Net Banking,0.0,Medium,1,3,Often,3.0,18,0,0
OTT-01366,33,Female,Basic,38.1,Documentary,4,1.91,138.77,Credit Card,4.0,High,7,2,Sometimes,3.3,46,1,0
OTT-01367,34,Female,Premium,35.9,Sci-Fi,2,3.85,355.64,UPI,3.0,High,0,3,Sometimes,1.9,44,1,0
OTT-01368,23,Male,Standard,18.3,Action,4,0.99,295.29,Net Banking,0.0,Low,4,3,Rarely,4.0,18,0,0
OTT-01369,29,Male,Basic,29.7,Sci-Fi,2,1.2,144.88,UPI,0.0,High,7,4,Sometimes,1.3,37,1,0
OTT-01370,24,Male,Premium,19.3,Comedy,4,1.66,375.97,Wallet,0.0,Low,7,1,Rarely,3.2,7,1,0
OTT-01371,32,Female,Basic,18.6,Comedy,1,0.87,107.3,Net Banking,2.0,High,17,4,Often,2.2,4,1,0
OTT-01372,55,Female,Premium,80.4,Action,3,7.22,397.12,Credit Card,1.0,Low,16,3,Always,2.7,45,1,0
OTT-01373,18,Female,Standard,44.3,Romance,1,2.82,288.57,Wallet,0.0,High,3,5,Sometimes,4.6,16,1,0
OTT-01374,18,Female,Standard,35.4,Romance,5,3.75,257.0,Credit Card,2.0,Medium,3,1,Rarely,3.7,22,1,0
OTT-01375,52,Male,Basic,28.0,Drama,4,2.03,116.06,Credit Card,3.0,Low,39,1,Often,1.6,48,0,1
OTT-01376,32,Male,Basic,42.5,Romance,3,2.01,114.65,Net Banking,2.0,Low,4,3,Sometimes,4.5,51,1,0
OTT-01377,26,Male,Standard,31.2,Thriller,3,3.56,225.07,Wallet,0.0,Low,1,4,Sometimes,2.5,36,0,0
OTT-01378,47,Male,Standard,43.4,Thriller,5,3.23,262.48,UPI,2.0,Medium,10,5,Never,2.4,20,0,1
OTT-01379,27,Male,Basic,60.6,Drama,5,3.24,103.22,Credit Card,5.0,High,2,2,Often,3.0,31,1,0
OTT-01380,56,Female,Basic,37.5,Comedy,3,1.55,134.53,UPI,1.0,Medium,9,4,Sometimes,1.8,52,1,0
OTT-01381,43,Male,Basic,18.6,Drama,5,1.53,145.31,Credit Card,0.0,High,17,1,Sometimes,4.7,33,0,0
OTT-01382,29,Female,Standard,52.3,Action,5,4.78,245.05,Credit Card,0.0,Medium,1,4,Always,2.9,13,1,0
OTT-01383,60,Male,Standard,27.8,Drama,4,2.43,218.52,Credit Card,0.0,High,6,2,Sometimes,2.6,52,0,1
OTT-01384,27,Other,Basic,34.0,Drama,1,2.83,103.37,UPI,0.0,Medium,4,5,Never,1.7,20,1,0
OTT-01385,43,Female,Standard,25.5,Sci-Fi,2,1.35,285.62,Wallet,3.0,Low,73,5,Always,4.2,54,1,0
OTT-01386,38,Female,Basic,14.1,Thriller,3,0.56,146.82,Credit Card,1.0,Medium,12,2,Never,4.8,41,1,0
OTT-01387,50,Male,Premium,46.5,Action,2,2.75,465.55,Credit Card,0.0,Low,0,2,Sometimes,4.5,42,1,0
OTT-01388,53,Female,Premium,55.8,Sci-Fi,3,4.42,386.93,Net Banking,1.0,High,2,3,Often,1.6,38,1,0
OTT-01389,35,Female,Standard,33.7,Action,3,1.63,264.17,Net Banking,0.0,Low,1,1,Always,4.0,22,1,0
OTT-01390,25,Male,Premium,49.0,Drama,1,4.58,468.47,Wallet,0.0,Low,0,3,Often,1.8,39,1,0
OTT-01391,40,Male,Premium,21.4,Sci-Fi,3,2.51,498.96,Credit Card,2.0,Low,3,4,Often,1.2,23,0,0
OTT-01392,26,Male,Premium,32.1,Sci-Fi,3,1.76,417.88,Credit Card,0.0,Medium,3,2,Often,2.9,48,0,0
OTT-01393,59,Female,Standard,19.7,Action,1,1.7,238.38,UPI,0.0,Low,2,3,Rarely,3.7,49,1,0
OTT-01394,36,Female,Standard,37.2,Action,5,2.52,290.1,UPI,0.0,High,8,1,Often,1.5,56,1,0
OTT-01395,30,Female,Basic,36.0,Romance,2,3.02,129.96,UPI,1.0,Low,2,1,Often,3.4,33,1,0
OTT-01396,37,Male,Standard,31.4,Documentary,3,1.33,227.56,UPI,2.0,Low,28,2,Rarely,4.4,41,1,0
OTT-01397,18,Male,Standard,33.5,Action,1,2.44,205.6,Credit Card,0.0,Low,13,3,Rarely,1.8,30,1,0
OTT-01398,23,Female,Basic,7.6,Sci-Fi,3,0.5,111.88,UPI,0.0,Low,1,5,Often,2.7,14,1,0
OTT-01399,49,Male,Basic,22.0,Comedy,1,1.83,130.81,Net Banking,1.0,Medium,3,2,Always,3.0,47,1,0
OTT-01400,27,Female,Standard,18.4,Action,2,1.95,283.51,UPI,0.0,Low,40,4,Often,4.3,36,1,1
OTT-01401,22,Female,Basic,38.5,Thriller,4,2.3,127.35,Net Banking,0.0,Low,2,3,Often,4.1,57,0,0
OTT-01402,41,Male,Standard,31.7,Romance,5,1.39,265.94,UPI,0.0,Low,1,3,Rarely,4.1,8,0,0
OTT-01403,49,Female,Premium,8.1,Thriller,4,0.58,390.18,Credit Card,0.0,Low,2,2,Rarely,3.7,57,0,1
OTT-01404,43,Male,Standard,17.4,Documentary,1,0.82,233.16,Credit Card,0.0,Medium,12,3,Sometimes,3.5,47,1,0
OTT-01405,46,Female,Standard,4.2,Thriller,3,0.5,295.45,UPI,1.0,Medium,7,3,Never,3.0,22,1,0
OTT-01406,25,Male,Standard,67.3,Comedy,5,5.61,212.63,Credit Card,1.0,Low,0,4,Often,2.5,57,1,0
OTT-01407,18,Female,Standard,18.2,Romance,2,1.78,254.65,Net Banking,2.0,Low,4,4,Rarely,3.1,4,1,0
OTT-01408,53,Male,Basic,40.1,Documentary,5,2.7,146.04,Net Banking,1.0,Medium,0,5,Sometimes,4.4,51,1,0
OTT-01409,31,Male,Premium,,Drama,3,1.14,419.52,UPI,0.0,Low,3,4,Sometimes,3.3,35,1,0
OTT-01410,31,Female,Basic,13.8,Sci-Fi,4,0.96,121.44,Credit Card,0.0,Medium,1,5,Rarely,4.9,8,1,0
OTT-01411,50,Male,Basic,21.8,Sci-Fi,1,1.19,147.44,Wallet,1.0,High,2,4,Sometimes,1.6,34,0,0
OTT-01412,41,Female,Premium,39.5,Action,4,1.7,489.64,Credit Card,0.0,Low,15,5,Sometimes,2.8,22,1,0
OTT-01413,40,Male,Basic,23.6,Sci-Fi,5,1.67,133.13,Credit Card,0.0,Low,15,4,Never,1.8,25,0,0
OTT-01414,60,Female,Standard,43.4,Comedy,3,3.05,264.76,UPI,2.0,Low,13,4,Sometimes,,25,1,0
OTT-01415,27,Male,Basic,16.7,Sci-Fi,1,1.76,106.25,Net Banking,0.0,Medium,11,2,Sometimes,4.2,40,1,0
OTT-01416,46,Female,Basic,29.5,Comedy,3,,142.23,Credit Card,1.0,Low,2,4,Rarely,4.3,40,0,0
OTT-01417,35,Male,Basic,36.9,Drama,3,1.78,143.69,UPI,0.0,Medium,5,5,Sometimes,1.1,17,0,0
OTT-01418,38,Male,Basic,20.2,Comedy,5,0.9,125.63,UPI,0.0,High,6,2,Sometimes,4.8,16,0,0
OTT-01419,53,Male,Standard,28.7,Drama,4,1.41,284.35,Credit Card,5.0,Low,7,5,Rarely,4.5,48,1,0
OTT-01420,41,Female,Premium,20.1,Drama,3,2.48,355.12,Credit Card,4.0,Low,19,4,Often,4.6,48,1,0
OTT-01421,41,Male,Standard,33.8,Drama,3,3.38,274.31,Net Banking,4.0,Medium,21,4,Sometimes,2.5,59,1,0
OTT-01422,47,Female,Premium,18.2,Comedy,3,0.89,470.16,UPI,1.0,Low,2,5,Sometimes,3.0,39,1,0
OTT-01423,30,Female,Basic,25.1,Documentary,1,1.04,113.74,Credit Card,0.0,Low,5,3,Often,1.7,15,1,0
OTT-01424,24,Male,Standard,2.9,Drama,3,0.5,208.74,Credit Card,0.0,Medium,1,2,Always,2.6,17,1,0
OTT-01425,22,Female,Basic,30.4,Documentary,3,2.57,145.76,UPI,0.0,Low,10,2,Sometimes,1.5,57,1,0
OTT-01426,18,Male,Standard,29.3,Comedy,5,2.98,213.78,Net Banking,0.0,High,8,4,Never,4.5,35,1,0
OTT-01427,59,Male,Standard,32.9,Romance,3,1.44,223.57,Credit Card,0.0,Low,19,2,Sometimes,3.3,33,1,0
OTT-01428,21,Female,Standard,12.3,Drama,3,1.27,269.76,UPI,0.0,Medium,7,5,Often,1.5,40,1,0
OTT-01429,32,Female,Premium,46.6,Comedy,5,4.41,392.7,Credit Card,0.0,Medium,15,4,Sometimes,4.5,39,1,0
OTT-01430,31,Female,Standard,30.5,Comedy,1,1.68,230.43,Credit Card,4.0,Low,3,2,Often,1.3,18,0,0
OTT-01431,38,Male,Standard,27.4,Documentary,4,2.44,276.2,Credit Card,1.0,Low,11,1,Often,4.7,30,1,0
OTT-01432,44,Male,Premium,12.9,Comedy,5,1.09,349.4,Net Banking,0.0,Low,0,2,Always,1.4,23,1,0
OTT-01433,45,Male,Basic,40.9,Action,1,3.93,124.11,UPI,0.0,High,1,5,Always,3.9,37,1,0
OTT-01434,28,Female,Standard,46.7,Documentary,4,1.94,266.77,Net Banking,0.0,Medium,5,2,Rarely,3.6,47,0,1
OTT-01435,32,Female,Standard,91.5,Documentary,3,8.0,226.18,Net Banking,2.0,Low,21,3,Sometimes,4.1,7,0,0
OTT-01436,38,Female,Standard,8.9,Action,5,0.5,296.08,Net Banking,0.0,Medium,21,3,Sometimes,3.3,10,1,0
OTT-01437,32,Male,Basic,60.3,Drama,3,4.45,105.04,Credit Card,0.0,Medium,9,4,Sometimes,2.4,16,0,1
OTT-01438,54,Male,Standard,33.3,Sci-Fi,5,1.52,287.74,Credit Card,2.0,High,1,3,Always,2.1,28,1,0
OTT-01439,40,Male,Standard,54.9,Romance,4,2.27,291.79,Wallet,0.0,Low,11,5,Sometimes,4.8,23,0,0
OTT-01440,43,Male,Standard,,Sci-Fi,1,2.19,270.96,Net Banking,0.0,High,1,1,Often,2.8,34,1,0
OTT-01441,42,Male,Basic,39.1,Drama,5,1.85,106.06,Net Banking,0.0,Medium,4,1,Always,4.4,18,1,0
OTT-01442,49,Female,Premium,58.5,Thriller,1,4.67,444.68,Credit Card,2.0,High,3,4,Never,3.9,47,1,0
OTT-01443,37,Female,Premium,46.5,Thriller,3,3.2,473.21,UPI,0.0,Low,21,4,Always,3.6,23,1,0
OTT-01444,19,Female,Standard,50.1,Romance,3,2.88,273.26,Net Banking,3.0,Low,11,3,Often,4.9,51,0,1
OTT-01445,39,Male,Standard,27.4,Documentary,4,1.22,231.67,Credit Card,0.0,High,0,5,Rarely,3.3,20,1,0
OTT-01446,27,Male,Premium,6.6,Romance,4,0.5,451.57,UPI,0.0,High,18,3,Sometimes,3.9,31,1,0
OTT-01447,28,Female,Basic,30.9,Romance,2,3.69,146.67,UPI,0.0,Low,5,5,Sometimes,4.4,14,1,0
OTT-01448,42,Male,Basic,20.3,Action,2,1.54,136.23,Credit Card,0.0,Medium,14,5,Rarely,1.2,23,1,0
OTT-01449,49,Female,Standard,43.9,Action,4,1.93,285.07,Credit Card,0.0,Low,14,1,Often,5.0,2,0,1
OTT-01450,35,Female,Premium,32.3,Thriller,3,2.67,359.69,Credit Card,1.0,Low,66,5,Always,2.0,29,1,1
OTT-01451,38,Male,Basic,28.9,Romance,1,2.03,107.9,Credit Card,0.0,Low,4,2,Rarely,3.8,50,0,0
OTT-01452,55,Female,Premium,24.5,Comedy,4,1.68,479.61,UPI,1.0,Low,19,5,Rarely,4.8,9,1,0
OTT-01453,37,Male,Standard,41.2,Sci-Fi,1,3.88,260.38,Credit Card,1.0,Medium,3,1,Rarely,4.1,59,1,0
OTT-01454,66,Female,Standard,28.1,Thriller,2,2.01,265.76,Credit Card,0.0,Low,54,3,Always,1.9,33,1,0
OTT-01455,41,Female,Basic,31.0,Romance,1,1.42,124.37,Wallet,3.0,Low,5,5,Often,2.4,48,1,0
OTT-01456,18,Male,Basic,29.1,Comedy,4,1.3,144.13,UPI,2.0,High,10,2,Rarely,,44,0,0
OTT-01457,44,Male,Premium,27.5,Romance,3,1.54,487.64,UPI,2.0,Low,52,4,Often,3.3,12,1,0
OTT-01458,39,Female,Premium,8.9,Documentary,4,0.5,349.37,Net Banking,1.0,Medium,2,3,Always,3.4,19,0,0
OTT-01459,50,Female,Standard,27.7,Drama,5,1.62,265.3,Wallet,2.0,High,9,4,Sometimes,4.2,42,1,0
OTT-01460,43,Male,Premium,17.7,Comedy,5,2.02,477.23,Credit Card,1.0,Low,64,2,Rarely,4.4,20,1,0
OTT-01461,33,Female,Premium,28.2,Documentary,5,1.42,470.66,UPI,0.0,Low,28,1,Sometimes,1.4,37,0,0
OTT-01462,20,Male,Standard,32.0,Sci-Fi,3,1.28,286.44,UPI,2.0,Medium,2,1,Rarely,2.1,31,1,0
OTT-01463,32,Male,Standard,23.0,Drama,4,1.94,223.06,Credit Card,1.0,Medium,1,3,Rarely,2.4,35,1,0
OTT-01464,24,Male,Standard,,Documentary,5,0.5,273.45,Net Banking,0.0,Medium,5,5,Rarely,1.1,41,1,0
OTT-01465,28,Male,Standard,23.5,Action,4,0.94,216.65,Wallet,5.0,Medium,14,5,Always,2.7,21,1,0
OTT-01466,42,Male,Basic,22.7,Thriller,2,2.18,138.8,Wallet,0.0,High,15,4,Never,2.4,55,1,1
OTT-01467,55,Other,Standard,25.4,Romance,5,1.07,288.57,Credit Card,1.0,Low,9,1,Sometimes,3.1,47,1,0
OTT-01468,39,Male,Basic,13.3,Thriller,5,0.68,121.05,Credit Card,0.0,Medium,9,5,Never,1.4,46,1,0
OTT-01469,20,Male,Premium,32.2,Sci-Fi,3,2.02,445.97,Wallet,0.0,Low,1,5,Rarely,2.7,43,1,0
OTT-01470,40,Male,Premium,33.7,Romance,4,2.43,493.66,UPI,2.0,Low,5,1,Often,3.4,13,0,0
OTT-01471,49,Female,Basic,26.0,Drama,3,1.39,141.22,Credit Card,1.0,Low,8,1,Rarely,4.2,39,0,0
OTT-01472,27,Female,Standard,44.9,Comedy,3,2.01,284.76,Net Banking,2.0,Medium,11,2,Always,4.1,27,0,0
OTT-01473,33,Male,Standard,29.0,Comedy,4,3.38,269.87,Credit Card,0.0,High,0,4,Never,2.6,25,0,0
OTT-01474,35,Male,Standard,25.9,Romance,2,1.51,209.58,Credit Card,2.0,Low,11,1,Rarely,2.6,2,0,1
OTT-01475,25,Male,Basic,28.0,Drama,4,1.47,107.92,Wallet,2.0,Low,28,2,Often,1.1,35,1,0
OTT-01476,42,Male,Standard,47.7,Romance,2,5.65,266.19,Credit Card,0.0,Low,15,1,Always,1.3,52,0,1
OTT-01477,33,Male,Basic,38.0,Romance,3,1.64,138.83,Credit Card,0.0,Low,9,3,Always,4.5,8,1,0
OTT-01478,40,Male,Basic,19.0,Documentary,2,0.79,127.18,Credit Card,3.0,Medium,1,3,Often,4.2,33,1,1
OTT-01479,24,Male,Basic,16.7,Romance,2,0.91,111.32,UPI,0.0,Medium,15,3,Always,1.1,25,1,1
OTT-01480,29,Female,Basic,26.0,Comedy,2,2.6,132.54,Credit Card,3.0,High,10,1,Often,4.5,21,1,0
OTT-01481,43,Male,Premium,45.7,Sci-Fi,5,1.92,464.74,UPI,1.0,Medium,7,5,Never,3.5,36,1,0
